,ASIN,Title,Brand,Best-Sellers_Rank,Best_Sellers_Rank_fields,Product_Dimensions_Inches,Item_Weight_Pounds,Date_First_Available,Is_Discontinued_By_Manufacturer,Item_Model_Number,Average_Battery_Life_In_Hours),Batteries,Card_Description,Chipset_Brand,Voltage,Series,National_Stock_Number,Wireless_Type,Max_Screen_Resolution_Pixels,Standing_Screen_Display_Size_Inches,Operating_System,Color,Graphics_Coprocessor,Number_of_USB_2.0_Ports,Number_of_USB_3.0_Ports,Computer_Memory_Type,Processor_Brand,Processor_Count,Memory_Speed_In_GHz,Hard_Drive_Interface,Hardware_Platform,Flash_Memory_Size_In_GB
1203,B087H7X385,"One Netbook One Mix 3 PRO Platinum Edition Yoga CPU Intel 10th I7-10510Y 8.4"" Mini Pocket Laptop Ultrabook UMPC Win 10 Home,2560X1600 Touch Screen Tablet PC 16GB RAM/512GB PCIE SSD Storage",XAMMUE,19920, Computers & Accessories ,8.03 x 5.08 x 0.59 ,0.536,2019-08-11,,One Mix 3 PRO platinum edition,6 Hours,1 12V batteries required.,Integrated,Intel,12 volts,One Mix 3 PRO platinum edition,,"5.8 GHz Radio Frequency, 2.4 GHz Radio Frequency",2560x1600,8.4 ,Windows 10 Home,Dark Gray,Intel UHD Graphics,,,DDR3 SDRAM,Intel,4,4.5,PCIE x 8,PC,512 GB
1204,B088NN31WR,"Sager NP8378F2 17.3-Inch FHD 144Hz G-Sync Gaming Laptop, Intel i7-10875H, RTX 2070 Super, 32GB 3200 RAM, 1TB NVMe + 1TB NVMe SSD, RGB N-Key Rollover",Sager,53580, Computers & Accessories ,10.83 x 15.71 x 1.18 ,6.39,2020-05-14,,NP8378F2,,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,,NP8378F2,,802.11ax,1920x1080,17.3 ,Windows 10,,NVIDIA GeForce RTX 2070 S,,,SDRAM,Intel,8,3.2,Serial ATA,PC,
1205,B08S9YN13J,Dell Inspiron 3583 - 15.6” HD Laptop - Non-Touch Display - Intel Pentium Gold-5405U - 128GB SSD - 4GB DDR4 - Intel UHD Graphics 610 - Windows 10 Home - New,Dell,0,,19.3 x 13 x 3 ,6.2,2021-01-06,,Dell Inspiron 3583,,1 Lithium ion batteries required. (included),Integrated,,,Dell Inspiron,,Bluetooth,1366 x 768 M,15.6 ,Windows 10 Home,,Intel,,,DDR4 SDRAM,Intel,2,2.3,Solid State,PC,128 GB
1206,B08CBNKQ3K,"HP OMEN 15-dh1054nr 15.6"" Gaming Laptop; i7-10750H, 16GB DDR4 Memory, 512GB SSD, Nvidia GeForce 1660Ti",HP,21558, Computers & Accessories ,10.35 x 14.17 x 0.79 ,5.43,2020-07-03,,dh1054nr,,1 Lithium Polymer batteries required. (included),Dedicated,NVIDIA,,Omen,,Bluetooth,1920x1080 ,15.6 ,Windows 10 Home,Black,1660Ti,,,DDR4 SDRAM,Intel,6,,Solid State,PC,512 GB
1207,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,14645, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
1208,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,2441, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
1209,B08N63ZSV7,"2020 15.6-inch Laptop 6G + 256G, Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 6G+256G)",XINYANGCH,25033, Computers & Accessories ,18.94 x 11.5 x 2.36 ,3.96,2019-12-04,,N15C,,,,,240 volts,NB15A,,Bluetooth,1920*1080 ,15 ,Windows 10,Silver 8G+128G,1920*1080,,,DDR3 SDRAM,Intel,4,2.3,ATA,PC,256 GB
1210,B08HZ4KWJW,"CHUWI HeroBook Plus 15.6 inch Windows 10 Laptop, 1080P Laptop Computer with Intel J4125 and 12GB RAM / 256GB SSD, Support RJ45 Gigabit Ethernet, BT5.1, Dual WiFi",CHUWI,10142, Computers & Accessories ,1.42 x 9.53 x 0.77 ,3.59,2020-09-14,,HeroBook Plus,,1 Product Specific batteries required. (included),,Intel,,HeroBook Plus,,"Bluetooth, 802.11bgn, 802.11ac",1920 x 1080 ,15.6 ,Windows 10 Home,,Intel UHD Graphics 600,,,DDR4 SDRAM,Intel,4,2.0,Gigabit Ethernet,PC,256 GB
1211,B08KTP6NRY,"New_Dell_Inspiron_15 3000 Laptop Computer, 15.6"" HD Display w/ Webcam, Intel Pentium Gold 5405U, 4GB RAM, 128GB SSD, USB 3.1, Media Card Reader, Bluetooth, HDMI, Win 10 w/ Santex 32GB USB Flash Drive",Shoxlab,50809, Computers & Accessories ,14.96 x 10.16 x 0.89 ,6.09,2020-10-07,,Inspiron_3000,,1 Lithium ion batteries required. (included),Integrated,Intel,,Dell Inspiron,,Bluetooth,1366 x 768 ,15.6 ,Windows 10 Home,Black,Integrated,,,DDR4 SDRAM,Intel,2,2.3,Solid State,PC,
1212,B088N54CYQ,"LG Gram Laptop: 10th Gen Core i7-1065G7, 256GB SSD, 8GB RAM, 14"" Full HD IPS Display, Thunderbolt 3 - 14Z90N (2020)",LG,48200, Computers & Accessories ,20 x 12 x 4 ,2.2,2020-05-14,,14Z90N,,1 Lithium ion batteries required. (included),,Intel,,LG Gram 14,,802.11ac,1920x1080 ,14 ,Windows 10,Silver,Intel Iris Plus Graphics,,,DDR4 SDRAM,Intel,4,3.2,Solid State,PC,256 GB
1213,B0757FYPBK,"SAMSUNG 11.6"" Chromebook with Intel N3060 up to 2.48GHz, 4GB Memory, 16GB eMMC Flash Memory, Bluetooth 4.0, USB 3.0, HDMI, Webcam, Chrome Operating System, Black",SAMSUNG,1413, Computers & Accessories ,11.37 x 8.04 x 0.7 ,2.4,2017-01-05,,603882167740,11 Hours,1 Lithium Metal batteries required. (included),Integrated,Intel,,"Samsung 11.6"" Chromebook",,Bluetooth,1366 x 768,11.6 ,Chrome OS,Black,Intel HD Graphics 400,1,1,DDR4 SDRAM,Intel,2,1.6,Serial ATA,PC,16
1214,B07GX72PRQ,"MSI GP63 Leopard-077 15.6"" Performance Gaming Laptop i7-8750H (6 cores), NVIDIA GeForce GTX 1060 6G, 256GB NVMe SSD + 1TB HDD, 16GB RAM, Win 10, VR Ready, RGB KB",MSI,44877, Computers & Accessories ,9.92 x 14.53 x 0.63 ,4.8,2019-08-22,,GP63 Leopard-077,,1 Lithium Polymer batteries required. (included),Dedicated,Nvidia,,GP63,,802.11ac,1920 x 1080,15.6 ,Windows 10,Black,NVIDIA GeForce GTX 1060,,,DDR4 SDRAM,Intel,6,2.666,Serial ATA,PC,256 GB
1215,B07Q147J19,"2019 Newest Lenovo IdeaPad 15.6"" HD High Performance Laptop PC |7th Gen AMD A9-9425 Dual-Core 3.10 GHz| 4GB RAM | 128GB SSD | 802.11ac | Bluetooth | DVD+/-RW | HDMI | Win 10",Lenovo,8098, Computers & Accessories ,14.8 x 10 x 0.9 ,4.6,2019-03-25,,81H5002FUS,,1 Lithium Polymer batteries required. (included),Dedicated,Intel,,130-15AST,,802.11ac,1366 x 768,15.6 ,Windows 10 Home,Black,AMD Radeon R5,,,DDR4 SDRAM,Intel,2,3.1,Solid State,PC,128
1216,B08BLB5SYF,"2020_Dell XPS 13.3"" FHD InfinityEdge Display Laptop, 10th Generation Intel Core i7-10710U Processor, 16GB RAM, 512GB SSD, Wireless+Bluetooth, HDMI, Webcam, Window 10",Dell,45451, Computers & Accessories ,11.9 x 7.8 x 0.7 ,2.7,2020-06-18,,XPS,,1 Lithium ion batteries required. (included),Integrated,Intel,,Dell,,Bluetooth,1920 x 1080 ,13.3 ,Windows 10,Platinum Silver with Black carbon fiber palmrest,Intel,,,DDR4 SDRAM,Intel,4,2.133,Solid State,PC,512 GB
1217,B08KXKMTCB,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, FHD IPS Display, Dual Band WiFi, Numeric Keypad (Grey)",Winnovo,12510, Computers & Accessories ,12.8 x 8.66 x 0.59 ,4.36,2020-11-08,,N140,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Winnovo N140,,"802.11bgn, 802.11ac",1920x1080 ,14 ,Windows 10,Grey(6+128),Intel Celeron N3350,,,DDR3 SDRAM,Intel,4,,USB,PC,
1218,B08P4CGZYK,"XIDU Tour Pro 12.5"" Touchscreen Laptop, 2K(2560x1440) IPS Display, Backlit Keyboard, Fingerprint Reader, Intel Celeron 3867U, 8GB RAM, 128GB eMMC, Windows 10 Home (Space Gray)",XIDU,3677, Computers & Accessories ,11.44 x 7.93 x 0.59 ,2.65,2020-11-25,,XN1A,8 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,19 volts_of_direct_current,QW125,,"802.11bgn, 802.11ac",2560 x 1440 ,12.5 ,Windows 10 Home,Space Gray,Intel HD Graphics 610,,1,DDR3 SDRAM,Intel,2,1.8,Solid State,Windows,
1219,B07KB88WRS,"Lenovo Chromebook 2-in-1 Convertible Laptop, 11.6-Inch HD (1366 x 768) IPS Display, MediaTek MT8173C Processor, 4GB LPDDR3, 32GB eMMC, Chrome OS, Blizzard White, Choose Your eMMC (81HY0001US)",Lenovo,18896, Computers & Accessories ,11.5 x 8.48 x 0.77 ,1.8559999999999999,2018-11-08,,81HY0001US,10 Hours,1 Lithium Metal batteries required.,Integrated,MediaTek,,Lenovo,,802.11ac,,11.6 ,Chrome OS,Blizzard White,GX6250,,1,DDR3 SDRAM,MediaTek,4,,Serial ATA,PC,32
1220,B01KWCIC8C,"HP Chromebook 4GB RAM, 16GB eMMC with Chrome OS, Black",HP,10944, Computers & Accessories ,8.07 x 11.26 x 0.72 ,2.51,2017-10-21,,11-v010nr,12.3 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Chromebook,,802.11ac,1366x768 ,11.6 ,Chrome OS,Black,Intel HD Graphics 400,1,1,Unknown,Intel,2,1.6,Unknown,Unknown,16
1221,B07S316YQL,"HP ENVY 13"" Thin Laptop w/ Fingerprint Reader, 4K Touchscreen i7-8565U, NVIDIA GeForce MX250 (2GB GDDR5), 16GB SDRAM, 512GB SSD, Windows 10 Home (13-aq0044nr, Natural Silver) (Renewed)",HP,8517, Computers & Accessories ,18.2 x 11.8 x 3 ,2.82,2019-05-21,,,,1 Lithium ion batteries required. (included),Dedicated,NVIDIA,,13-aq0044nr,,,3840 x 2160 ,13.3 ,Windows 10 Home,,NVIDIA GeForce MX250,,,SDRAM,Intel,2,4.6,Solid State,,512
1222,B07VC5CQLS,"HP Envy X360 Convertible 15-Inch FHD Touchscreen Laptop with Fingerprint Reader, 8th Gen Intel Core i7-8565U, 8 GB SDRAM, 512 GB Solid-State Drive, Windows 10 Home (15-cn1020nr, Natural Silver)",HP,52329, Computers & Accessories ,20.4 x 11.8 x 2.6 ,6.84,2019-09-01,,15-cn1020nr,,1 Lithium ion batteries required. (included),Integrated,Intel,,15-cn1020nr,,802.11ac,1920 x 1080,15.6 ,Windows 10 Home,,,,,Unknown,Intel,4,4.6,Serial ATA,Unknown,512
1223,B0854CVJWF,"ASUS ExpertBook B9450 Thin and Light Business Laptop- 14” FHD, Intel Core i7-10510U, 512GB PCIe SSD, 16GB-RAM, Windows 10 Pro- B9450FA-XS74 Black",ASUS,10892, Computers & Accessories ,12.6 x 8 x 0.6 ,2.2,2020-04-03,,B9450FA-XS74,24 Hours,1 Lithium ion batteries required. (included),Integrated,Intel,,ExpertBook,,"Bluetooth, 802.11ax",1920 x 1080 ,14 ,Windows 10 Pro,Black,Intel UHD Graphics 620,,3,,Intel,8,,USB-C,PC,512
1224,B08LDZNRPC,"Dell XPS 15 9500 (Latest Model) 15.6"" Laptop Intel Core i7-10750H 10th Gen 32GB DDR4 RAM 1TB SSD, 4K UHD+ (3840x2400) 500-NIT Touch NVIDIA Geforce GTX 1650 Ti 4GB GDDR6, Windows 10 PRO (Renewed)",Dell,9683, Computers & Accessories ,21 x 17 x 3.25 ,7.04,2020-10-19,,XPS 15 9500,,1 Lithium ion batteries required.,Dedicated,,,XPS 15 9500,,5 GHz Radio Frequency,3840X2400 ,15.6 ,Windows 10 Pro,,NVIDIA GTX 1650TI,,,SODIMM,Intel,1,,Solid State,PC,1 TB
1225,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,14645, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
1226,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,2441, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
1227,B08N63ZSV7,"2020 15.6-inch Laptop 6G + 256G, Intel celeron J3455 high-Performance Quad-core CPU, 2PCS 4500mAh can Work continuously for 6-8 Hours, WiFi, HDMI, Bluetooth 4.0, Windows 10 (Silver 6G+256G)",XINYANGCH,25033, Computers & Accessories ,18.94 x 11.5 x 2.36 ,3.96,2019-12-04,,N15C,,,,,240 volts,NB15A,,Bluetooth,1920*1080 ,15 ,Windows 10,Silver 8G+128G,1920*1080,,,DDR3 SDRAM,Intel,4,2.3,ATA,PC,256 GB
1228,B08MT7WLGK,"Thomson WWNEO15I5-8BK1T 15.6 in 2.7GHz Intel Core I5 Broadwell I5-5257U Processor 8GB DDR3L RAM |1TB Hard Disk & Intel Iris 6100 Graphic Processor, Windows 10 Home, Black",Thomson,80574, Electronics ,15.55 x 10.43 x 3.11 ,3.96,2020-11-04,,WWNEO15I5-8BK1T,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,0,,,,
1229,B08QV18LXY,"Dell Inspiron G3 15 3500 Gaming (Latest Model) 15.6"" Core i5-10300H 10th Gen 512GB SSD 16GB RAM FHD NVidia GTX 1660Ti 6GB Alpine White Win 10 (Renewed)",Dell,53527, Computers & Accessories ,18 x 14 x 4 ,8.0,2020-12-17,,Inspiron G3 15 - 3500,,1 Lithium ion batteries required. (included),Dedicated,,,Dell Inspiron,,Bluetooth,1920 x 1080 ,15.6 ,Windows 10 Home,,NVidia GTX 1660Ti 6GB,,,SODIMM,Intel,1,4.5,Solid State,PC,
1230,B01MAVWLED,"Lenovo - Yoga 710 2-in-1 80V6000PUS 11.6"" Touch-Screen Laptop - Intel 7th Generation Core i5-7Y54-8GB Memory - 128GB Solid State Drive - Silver",Lenovo,38599, Computers & Accessories ,11.1 x 7.7 x 0.6 ,2.29,2016-10-12,,FBA_190793581456,,1 Lithium Polymer batteries required. (included),Integrated,,,FBA_190793581456,,,1920 x 1080,11.6 ,Windows 10,Silver,Intel HD Graphics 615,,,DDR3 SDRAM,Intel,4,3.2,,Windows,128 GB
1231,B08D4SGBLW,"Acer Chromebook 314 CB314-1H-C66Z 14"" HD Notebook Computer, Intel Celeron N4000 1.10GHz, 4GB RAM, 32GB Flash Storage, Chrome OS, Pure Silver",Acer,101718, Electronics ,19 x 12 x 3 ,4.84,2020-07-16,,CB314-1H-C66Z,,,,,,,,,,,,,,,,,,0,,,,
1232,B079J5S8ZC,"Lenovo 20L9001AUS Thinkpad T580 20L9 15.6"" Notebook - Windows - Intel Core i7 1.9 GHz - 16 GB RAM - 512 GB SSD, Black",Lenovo,50915, Computers & Accessories ,14.4 x 10 x 0.8 ,4.3,2018-03-08,,20L9001AUS,9 Hours,2 Lithium ion batteries required. (included),Integrated,Intel,120 volts,Lenovo ThinkPad T580,,802.11abg,1920 x 1080 ,15.6 ,Windows 10 Pro,Black,Intel UHD Graphics 620,,,DDR4 SDRAM,Intel,4,2.4,Solid State,Windows,512
1233,B0827LR7KC,"2020 Newest HP 14"" Premium FHD IPS Laptop, 10th Gen i5-1035G4 (up to 3.7GHz, Beat i7-7500), 8GB RAM, 256GB SSD, HDMI, WiFi, Bluetooth, Windows 10",HP,22203, Computers & Accessories ,12.8 x 8.9 x 0.7 ,3.24,2019-11-26,,HP,,,,Intel,,,,802.11ac,1920x1080 ,14 ,Windows 10,Sliver,Intel UHD Graphics,,,DDR4 SDRAM,Intel,4,,Solid State,PC,256 GB
1234,B004T02GPE,"Dell Latitude D630 14.1"" Laptop (Intel Core 2 Duo 2.0Ghz, 160GB Hard Drive, 2048Mb RAM, DVD/CDRW Drive, XP Profesional)",Dell,37989, Computers & Accessories ,13.86 x 10.43 x 3.23 ,6.34,2011-04-15,,B004T02GPE,,1 Lithium ion batteries required.,,,,Dell Latitude D630,,802.11ab,,14.1 ,Windows XP Professional Edition,Silver,Intel GMA X3100,,,DDR2 SDRAM,,2,,,PC,
1235,B08KXKMTCB,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, FHD IPS Display, Dual Band WiFi, Numeric Keypad (Grey)",Winnovo,12510, Computers & Accessories ,12.8 x 8.66 x 0.59 ,4.36,2020-11-08,,N140,,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Winnovo N140,,"802.11bgn, 802.11ac",1920x1080 ,14 ,Windows 10,Grey(6+128),Intel Celeron N3350,,,DDR3 SDRAM,Intel,4,,USB,PC,
1236,B08P4CGZYK,"XIDU Tour Pro 12.5"" Touchscreen Laptop, 2K(2560x1440) IPS Display, Backlit Keyboard, Fingerprint Reader, Intel Celeron 3867U, 8GB RAM, 128GB eMMC, Windows 10 Home (Space Gray)",XIDU,3677, Computers & Accessories ,11.44 x 7.93 x 0.59 ,2.65,2020-11-25,,XN1A,8 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,19 volts_of_direct_current,QW125,,"802.11bgn, 802.11ac",2560 x 1440 ,12.5 ,Windows 10 Home,Space Gray,Intel HD Graphics 610,,1,DDR3 SDRAM,Intel,2,1.8,Solid State,Windows,
1237,B01LZ6XKS6,Samsung Chromebook Plus Convertible Touch Laptop (XE513C24-K01US),Samsung Electronics,14329, Computers & Accessories ,11.04 x 8.72 x 0.55 ,2.38,2017-01-04,,XE513C24-K01US,10 Hours,1 Lithium Polymer batteries required. (included),Integrated,,,FBA_XE513C24-K01US,,802.11ac,2400x1600 p,12.3 ,Chrome OS,Silver,Intel HD Graphics,,,Unknown,Samsung,6,,,Chrome,32
1238,B0778F81ZG,"Samsung Electronics XE500C13 Chromebook 3 2GB RAM 16GB SSD Laptop, 11.6""",Samsung Electronics,6752, Computers & Accessories ,11.37 x 0.7 x 8.04 ,2.54,2017-11-08,,XE500C13-S03US,11 Hours,1 Lithium Polymer batteries required. (included),Integrated,Allwinner,,XE500C13-S03US,,802.11ac,1366 x 768 ,11.6 ,Chrome OS,Black,Intel HD Graphics,1,1,DDR2 SDRAM,Intel,2,,Solid State,PC,16
1239,B07F21W1GX,"New HP 15.6"" HD Touch Intel i5-8250U 3.4GHz 4GB DDR4 1TB HDD + 16GB Optane DVD Webcam Bluetooth HDMI Windows 10",HP,6875, Computers & Accessories ,14.8 x 9.69 x 0.89 ,4.6,2018-09-06,,4AL72UA,10 Hours,1 Lithium Polymer batteries required. (included),Integrated,Intel,,Da0053wm,,"802.11b, 802.11g",,15.6 ,Windows 10,Silver,,1,1,DDR SDRAM,Intel,4,2.4,,PC,1
1240,B07NQ5KPKG,"Acer Chromebook 315, AMD Dual-Core A4-9120C Processor, 15.6"" HD, AMD Radeon R4 Graphics, 4GB DDR4, 32GB eMMC, Google Chrome, CB315-2H-25TX, 15-15.99 inches",Acer,14589, Computers & Accessories ,14.98 x 10.09 x 0.79 ,5.8,2019-03-11,,CB315-2H-25TX,10 Hours,1 Lithium Metal batteries required. (included),"Integrated, Dedicated",AMD,,CB315-2H-25TX,,802.11ac,1366 x 768 ,15.6 ,Chrome OS,,AMD Radeon R4,,4,DDR4 SDRAM,AMD,2,,ESATA,Unknown,32
1241,B087N295JF,"LG 17” Gram Laptop, White with Intel Core i7 Processor, WQXGA (2560 x 1600) IPS Screen, 16GB DDR4 RAM & 1TB SSD, & Windows 10 Professional (64 bit) OS",LG,41406, Computers & Accessories ,19.5 x 12.3 x 2.4 ,5.05,2020-03-29,,17Z90N-N.APW9U1,17 Hours,2 Lithium ion batteries required. (included),Integrated,Intel,120 volts,17Z90N-N.APW9U1,17Z90N-N.APW9U1,Bluetooth,1920 x 1080 ,17 ,Windows 10 Pro,,,,1,DDR4 SDRAM,Intel,2,2.133,Thunderbolt 3,PC,1
1242,B085DG6VJX,"HP 11.6 Chromebook, Intel Celeron N3350, 4GB Memory 32GB eMMC Flash Memory, Webcam, Chrome OS(Online Class), Bundled with TSBEAU 16GB Micro SD Card & 4 Port USB 3.0 Hub & USB Light",HP,61413, Computers & Accessories ,12 x 8.2 x 0.7 ,3.24,2020-03-03,,11A,,1 Lithium ion batteries required. (included),Integrated,Intel,,11A,,Bluetooth,1366x768 ,11.6 ,Windows 10,Black,Graphics 500,,,DDR4 SDRAM,AMD,2,3.5,Serial ATA,PC,128 GB
1243,B08P6TY5BM,"Laptop 15.6 inch, 1920x1080 HD Display, Intel j4115CPU. 8GB RAM，256GB M2 SSD，Windows 10pro",HAOMA,14645, Computers & Accessories ,14.17 x 9.25 x 0.43 ,3.3,2020-11-27,,L02,,,,Intel,,,,"Bluetooth, 802.11b",1920*1080 Lines Per Inch,15.6 ,Windows 10 Pro,Gray,Intel UHD 600,,,DDR4 SDRAM,Intel,4,1.8,Serial ATA-300,PC,
1244,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,2441, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
1245,B08JBVT48L,"Laptop 14 Inch, Winnovo N140, 6GB RAM, 128GB SSD, Intel Celeron Processor, HD IPS Display, Windows 10, Touch Numeric Keypad, Dual Band WiFi, Grey",Winnovo,2441, Computers & Accessories ,14.21 x 9.96 x 2.91 ,4.37,2020-11-08,,Winnovo N140,,1 Lithium Polymer batteries required. (included),Integrated,,220 volts_of_alternating_current,Winnovo N140,,"802.11bgn, 802.11ac",1366*768 ,14 ,Windows 10 S,Gray,Intel HD Graphic 500,,,DDR3 SDRAM,Intel,2,,USB 3.0,PC,128 GB
1246,B08MT7WLGK,"Thomson WWNEO15I5-8BK1T 15.6 in 2.7GHz Intel Core I5 Broadwell I5-5257U Processor 8GB DDR3L RAM |1TB Hard Disk & Intel Iris 6100 Graphic Processor, Windows 10 Home, Black",Thomson,80574, Electronics ,15.55 x 10.43 x 3.11 ,3.96,2020-11-04,,WWNEO15I5-8BK1T,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,0,,,,
1247,B07XTRG77V,"Newest 2019 Flagship Lenovo IdeaPad 330S 15.6"" Laptop Intel Core i3 4GB Memory 128GB Solid State Drive Midnight Blue",Lenovo,18016, Computers & Accessories ,20.12 x 12.56 x 2.76 ,4.1,2019-09-12,,81F5018EUS,,1 A batteries required. (included),Integrated,Intel,,IdeaPad 330S,,,1366 x 768,15.6 ,Windows 10,,620,1,2,DDR4 SDRAM,Intel,1,,,Mac,128
1248,B08G826VVG,"HP Envy x360 13.3"" FHD Touchscreen 2-in-1 Laptop, AMD Ryzen7 4700U (Beat Intel i7-8850H), IPS, Backlit Keyboard, Bluetooth, Webcam, USB-C, Integrated AMD Radeon, Win 10 (8GB RAM | 512GB SSD)",HP,85934, Computers & Accessories ,7.66 x 12.07 x 0.65 ,2.92,2020-08-19,,HP ENVY x360,,1 Lithium ion batteries required. (included),,,,HP ENVY x360,,Bluetooth,1920 x 1080 ,13.3 ,Windows 10 Home,Black,Integrated AMD Radeon Graphics,,,DDR4 SDRAM,AMD,8,3.2,Solid State,PC,512 GB
1249,B01N5P6TJW,"Samsung Chromebook 3, 11.6"", 4GB RAM, 16GB eMMC, Chromebook (XE500C13)",Samsung Electronics,1598, Computers & Accessories ,11.37 x 8.04 x 0.7 ,2.54,2017-02-02,,XE500C13-K04US,11 Hours,1 Lithium Metal batteries required. (included),Integrated,Intel,,XE500C13-K04US,,802.11g,1366x768 ,11.6 ,Chrome OS,Black,Intel HD Graphics 400,1,1,DDR3 SDRAM,Intel,2,2.48,ATA-4,Chrome,16
1250,B088DKDHTH,"HP x360 High Performance Business 15.6in FHD IPS Touchscreen Laptop, Intel Core i5-8250U, 4GB RAM, 1TB Hard Drive, Intel UHD 620, WiFi, Bluetooth, Windows 10 Pale-Gold (Renewed)",HP,9824, Computers & Accessories ,14.09 x 9.57 x 0.75 ,4.36,2020-05-09,,HP x360 gold,,1 Lithium ion batteries required. (included),Integrated,,,HP x360 gold,,Bluetooth,1920 x 1080 ,15.6 ,Windows 10,Pale-Gold,Intel UHD Graphics 620,,,DDR4 SDRAM,Intel,4,,Serial ATA,PC,
1251,B08B9YHHTS,"Dell Latitude 5511 15.6"" Notebook - Full HD - 1920 x 1080 - Core i7 i7-10850H 10th Gen 2.7GHz Hexa-core (6 Core) - 16GB RAM - 256GB SSD",Dell,56778, Computers & Accessories ,9.3 x 14.14 x 0.98 ,4.17,2020-06-16,,5511,,,Integrated,Intel,,MGNDK,,Bluetooth,1920 x 1080 ,15.6 ,Windows 10 Pro,,,,,,Intel,1,,,PC,256
1252,B08PPZMR6H,"LRT ThinkPad X1 Carbon 8th Gen 14"" WQHD (2560 x 1440) Ultrabook - Intel Core i7-10510U Processor, 16GB RAM, 512GB PCIe-NVMe SSD, Windows 10 Pro 64-Bit",Lily Rose Tech,40972, Computers & Accessories ,12.71 x 8.54 x 0.59 ,2.4,2020-12-04,,X1 Carbon 8th Gen,,1 Lithium ion batteries required. (included),,Intel,,ThinkPad,,Bluetooth,2560 x 1440 ,14 ,Windows 10,Black,Intel UHD Graphics,,,SODIMM,Intel,4,1.8,Solid State,PC,
